0,256
5,252
10,249
15,246
20,242
25,239
30,236
35,232
40,229
45,226
50,222
55,219
60,216
65,212
70,209
75,206
80,203
85,200
90,197
95,194
100,191
105,188
110,185
115,183
120,180
125,177
130,174
135,171
140,168
145,165
150,162
155,160
160,157
165,154
170,151
175,148
180,145
185,126
190,126
195,126
200,126
205,125
210,125
215,125
220,124
225,124
230,124
235,124
240,123
245,123
250,123
255,122
260,122
265,122
270,121
275,121
280,121
285,121
290,120
295,120
300,120
305,119
310,119
315,119
320,119
325,118
330,118
335,118
340,117
345,117
350,117
355,117
360,116
365,116
370,116
375,116
380,115
385,115
390,115
395,115
400,114
405,114
410,114
415,114
420,113
425,113
430,152
435,156
440,159
445,162
450,165
455,168
460,172
465,175
470,178
475,181
480,184
485,188
490,191
495,194
500,197
505,200
510,203
515,207
520,210
525,213
530,216
535,219
540,223
545,226
550,229
555,232
560,235
565,239
570,242
575,245
580,248
585,251
590,255
595,258
600,261
605,264
610,267
615,271
620,274
625,277
630,280
635,283
