0,226
5,224
10,221
15,219
20,216
25,214
30,211
35,209
40,207
45,204
50,202
55,199
60,197
65,195
70,192
75,190
80,187
85,185
90,183
95,180
100,178
105,175
110,173
115,170
120,168
125,166
130,164
135,161
140,159
145,157
150,155
155,153
160,151
165,149
170,147
175,145
180,142
185,140
190,138
195,136
200,134
205,132
210,130
215,128
220,126
225,124
230,122
235,120
240,118
245,116
250,114
255,113
260,111
265,109
270,107
275,105
280,103
285,102
290,100
295,98
300,97
305,95
310,90
315,90
320,90
325,90
330,90
335,90
340,99
345,100
350,100
355,101
360,101
365,101
370,102
375,105
380,108
385,111
390,114
395,117
400,120
405,123
410,127
415,130
420,134
425,138
430,141
435,145
440,149
445,152
450,156
455,160
460,163
465,167
470,171
475,175
480,178
485,182
490,186
495,190
500,193
505,197
510,201
515,205
520,208
525,212
530,216
535,220
540,223
545,228
550,232
555,237
560,241
565,246
570,250
575,255
580,259
585,264
590,268
595,273
600,277
605,282
610,287
615,291
620,296
625,301
630,306
635,310
