0,295
5,290
10,285
15,280
20,276
25,271
30,266
35,261
40,257
45,252
50,248
55,244
60,240
65,236
70,231
75,227
80,223
85,218
90,218
95,218
100,218
105,218
110,217
115,217
120,214
125,209
130,203
135,164
140,164
145,164
150,164
155,165
160,165
165,165
170,164
175,163
180,158
185,140
190,136
195,133
200,129
205,129
210,130
215,129
220,125
225,120
230,118
235,118
240,118
245,117
250,117
255,117
260,117
265,117
270,116
275,116
280,116
285,116
290,115
295,115
300,115
305,115
310,115
315,114
320,114
325,114
330,114
335,114
340,114
345,113
350,113
355,113
360,113
365,113
370,113
375,113
380,113
385,113
390,114
395,114
400,122
405,124
410,126
415,127
420,129
425,155
430,157
435,159
440,161
445,163
450,166
455,168
460,170
465,172
470,174
475,176
480,178
485,181
490,183
495,186
500,188
505,190
510,193
515,195
520,198
525,200
530,202
535,205
540,207
545,210
550,212
555,214
560,217
565,220
570,222
575,225
580,228
585,230
590,233
595,236
600,238
605,241
610,244
615,246
620,249
625,252
630,255
635,258
