0,240
5,231
10,228
15,224
20,220
25,216
30,213
35,209
40,205
45,201
50,198
55,194
60,176
65,173
70,170
75,168
80,165
85,162
90,160
95,157
100,154
105,152
110,149
115,146
120,143
125,141
130,138
135,135
140,133
145,130
150,122
155,121
160,121
165,120
170,120
175,119
180,119
185,118
190,118
195,117
200,117
205,116
210,116
215,116
220,115
225,115
230,115
235,114
240,114
245,114
250,113
255,113
260,112
265,112
270,112
275,111
280,111
285,110
290,128
295,130
300,133
305,135
310,138
315,140
320,143
325,145
330,147
335,150
340,152
345,155
350,157
355,160
360,162
365,165
370,168
375,170
380,173
385,175
390,178
395,180
400,183
405,185
410,188
415,190
420,193
425,195
430,198
435,200
440,203
445,205
450,208
455,211
460,214
465,217
470,220
475,223
480,226
485,229
490,232
495,235
500,238
505,241
510,244
515,247
520,250
525,253
530,256
535,259
540,262
545,265
550,268
555,271
560,274
565,277
570,280
575,283
580,286
585,289
590,294
595,299
600,304
605,309
610,314
615,319
620,324
625,329
630,334
635,339
